Category,Community,01/01/2012,02/01/2012,03/01/2012,04/01/2012,05/01/2012,06/01/2012,07/01/2012,08/01/2012,09/01/2012,10/01/2012,11/01/2012,12/01/2012,01/01/2013,02/01/2013,03/01/2013,04/01/2013,05/01/2013,06/01/2013,07/01/2013,08/01/2013,09/01/2013,10/01/2013,11/01/2013,12/01/2013,01/01/2014,02/01/2014,03/01/2014,04/01/2014,05/01/2014,06/01/2014,07/01/2014,08/01/2014,09/01/2014,10/01/2014,11/01/2014,12/01/2014,01/01/2015,02/01/2015,03/01/2015,04/01/2015,05/01/2015,06/01/2015,07/01/2015,08/01/2015,09/01/2015,10/01/2015,11/01/2015,12/01/2015,01/01/2016,02/01/2016,03/01/2016,04/01/2016,05/01/2016,06/01/2016,07/01/2016,08/01/2016,09/01/2016,10/01/2016,11/01/2016,12/01/2016,01/01/2017,02/01/2017,03/01/2017,04/01/2017,05/01/2017,06/01/2017,07/01/2017,08/01/2017,SEP,OCT,NOV,DEC
Social Disorder,FALCONRIDGE,70,79,96,89,73,100,107,91,117,75,48,68,62,54,65,92,92,86,73,115,106,94,89,81,77,58,84,75,93,114,109,101,90,82,98,74,76,76,98,86,115,91,91,103,60,76,61,77,99,96,90,83,88,82,104,133,72,115,93,90,80,76,68,73,105,110,92,111,,,,
Social Disorder,FISH CREEK PARK,2,2,,4,10,8,8,5,6,1,1,,2,3,2,2,6,4,7,4,5,4,2,,2,,3,4,8,4,8,4,2,5,1,2,1,5,5,7,9,11,9,10,4,3,,,,,7,4,2,13,13,6,3,4,6,1,,3,2,3,5,5,11,3,,,,
Social Disorder,FOOTHILLS,14,20,24,13,14,23,15,11,15,15,14,14,22,11,18,14,16,16,17,17,19,20,19,22,16,10,13,25,13,14,16,21,17,23,17,13,20,20,23,16,18,16,17,25,19,13,23,11,25,22,31,23,23,19,27,21,16,13,29,22,17,17,24,24,25,23,23,26,,,,
Social Disorder,FOREST HEIGHTS,32,30,37,45,48,62,67,67,56,49,23,39,31,35,43,44,55,63,54,68,68,46,40,47,48,29,41,56,58,71,67,61,74,55,46,43,52,51,57,40,58,60,61,57,66,58,36,39,32,46,47,63,77,67,85,56,56,48,34,27,42,45,46,38,75,62,68,66,,,,
Social Disorder,FOREST LAWN,122,122,129,160,182,182,231,200,214,138,136,141,130,102,171,175,193,187,254,249,175,174,139,118,125,125,145,167,188,216,212,197,198,196,161,112,118,172,219,180,211,228,217,199,185,199,152,153,109,144,168,170,200,232,230,206,245,170,205,155,185,143,183,196,197,242,248,226,,,,
Social Disorder,FOREST LAWN INDUSTRIAL,13,16,29,23,31,23,27,26,21,20,24,28,17,14,15,23,24,32,28,44,35,29,15,17,18,19,26,26,24,32,43,47,21,25,23,27,15,12,23,21,30,25,29,24,22,32,22,13,23,18,18,27,20,26,22,17,21,29,18,21,20,19,29,38,27,38,29,25,,,,
Social Disorder,FRANKLIN,21,18,32,20,24,23,25,26,37,56,46,40,26,50,37,44,54,41,41,29,53,59,55,49,56,50,52,51,36,56,39,27,43,43,40,34,46,51,62,53,38,35,42,34,41,33,62,45,51,49,53,62,54,44,36,44,54,45,48,59,62,51,61,56,59,46,45,64,,,,
Social Disorder,GLAMORGAN,18,21,17,39,20,39,35,48,33,27,19,17,20,24,19,24,30,20,26,22,24,20,17,21,25,16,23,26,20,25,44,35,28,38,19,20,20,11,22,31,28,24,34,24,25,29,25,19,22,30,41,35,40,31,30,35,25,30,39,24,29,31,32,29,36,43,41,33,,,,
Social Disorder,GLENBROOK,26,33,37,29,23,42,42,43,34,20,26,20,19,14,22,26,42,30,49,43,34,30,31,10,20,16,24,27,35,31,34,41,38,24,25,21,22,15,30,23,29,38,37,41,38,35,23,23,26,33,24,31,26,29,32,33,34,21,21,16,25,30,27,38,32,33,38,43,,,,
Social Disorder,GLENDALE,9,7,20,14,8,16,23,21,12,12,9,11,12,16,12,12,24,12,22,20,7,13,19,10,15,8,16,15,21,18,15,15,24,13,16,10,13,13,15,17,20,21,28,20,20,18,17,20,24,26,20,27,15,31,27,27,26,19,25,21,21,15,18,27,25,25,38,25,,,,
Social Disorder,GLENDEER BUSINESS PARK,1,,2,1,2,1,3,,3,1,1,1,,1,,4,3,,2,2,1,2,1,1,,,,,2,2,3,2,4,4,2,1,1,2,3,1,4,3,8,2,3,5,2,1,5,4,1,6,5,3,5,3,3,,,1,1,1,3,2,1,2,5,4,,,,
Social Disorder,GLENMORE PARK,6,1,6,7,8,4,11,12,4,6,2,2,1,,5,10,9,8,17,7,7,4,5,,4,3,3,4,7,7,11,7,8,4,7,4,2,2,3,8,7,8,10,9,18,7,4,3,1,1,6,7,7,6,9,13,7,6,6,4,4,1,4,9,6,14,15,14,,,,
Social Disorder,GOLDEN TRIANGLE,,3,,1,1,2,,,,1,1,,3,1,,,1,1,1,2,1,1,1,1,,,,2,4,2,2,,1,2,1,3,1,1,,1,3,2,,,2,,3,,1,4,2,1,5,3,1,1,1,,1,,1,3,,2,1,1,,,,,,
Social Disorder,GREAT PLAINS,1,,,1,2,3,4,3,,,2,1,3,1,,3,3,2,1,4,1,1,2,2,2,2,2,5,1,1,5,2,1,1,4,3,4,4,6,7,5,2,12,3,7,5,5,9,5,4,2,4,8,3,7,6,7,3,8,4,3,6,3,8,4,7,5,8,,,,
Social Disorder,GREENVIEW,13,10,13,14,15,20,17,14,17,9,13,8,5,3,12,9,18,22,15,15,26,5,8,14,9,14,19,14,18,18,23,17,24,20,7,15,23,10,13,17,17,24,28,17,22,22,11,18,11,21,12,31,19,33,26,24,17,16,19,18,8,13,8,17,17,23,14,13,,,,
Social Disorder,GREENVIEW INDUSTRIAL PARK,4,9,9,6,9,11,11,8,4,6,4,2,4,9,5,3,11,22,8,10,11,6,8,12,7,8,9,5,11,16,5,4,7,12,9,6,7,8,3,9,9,10,11,13,8,7,7,10,15,13,9,11,13,8,9,11,12,10,8,11,10,5,8,2,8,8,13,9,,,,
Social Disorder,GREENWOOD/GREENBRIAR,2,4,10,7,5,2,9,1,6,7,3,1,1,4,2,4,6,2,4,6,14,4,1,4,3,5,2,4,3,3,7,3,2,1,2,4,2,3,4,4,5,4,5,5,5,6,4,4,4,1,1,3,3,6,5,7,9,3,6,,2,3,3,1,6,7,4,4,,,,
Social Disorder,HAMPTONS,5,7,4,9,13,8,2,9,9,4,6,4,1,1,5,4,5,8,8,5,5,10,2,4,6,3,4,5,12,7,12,6,4,8,6,6,8,3,5,2,7,11,7,6,6,9,7,,11,9,9,3,4,3,11,9,11,11,7,10,2,8,2,8,10,5,10,8,,,,
Social Disorder,HARVEST HILLS,13,15,14,17,24,16,33,23,18,16,11,11,16,11,19,9,16,16,20,19,13,15,10,15,15,16,20,26,32,19,20,22,14,30,25,19,9,10,17,16,15,26,29,24,22,28,10,14,11,13,21,24,16,25,17,20,20,19,22,10,17,11,11,14,13,15,13,17,,,,
Social Disorder,HAWKWOOD,20,19,14,23,16,17,25,16,28,16,13,5,10,11,21,11,20,11,14,20,20,15,13,10,10,6,12,10,11,15,17,21,13,14,17,16,11,17,14,11,19,25,27,22,13,14,16,18,12,7,8,23,17,15,17,12,13,15,13,12,12,11,11,20,16,11,20,20,,,,
Social Disorder,HAYSBORO,39,42,64,48,59,69,61,41,63,54,39,41,47,46,44,55,53,70,58,59,64,60,67,48,70,57,52,68,70,68,61,56,52,61,36,44,58,55,52,70,83,75,89,65,58,90,76,77,66,59,70,46,55,44,96,62,44,61,57,40,58,58,75,74,62,56,58,60,,,,
Social Disorder,HIDDEN VALLEY,19,14,19,22,18,24,25,29,16,21,8,14,14,15,20,17,18,30,26,25,34,17,28,15,16,13,13,17,22,22,32,22,14,22,15,15,17,19,11,22,12,22,30,29,23,22,12,9,21,22,21,26,14,22,28,34,19,17,22,14,8,8,22,16,32,41,32,24,,,,
Social Disorder,HIGHFIELD,6,6,7,8,9,8,7,7,10,9,2,8,6,1,6,5,7,2,5,8,11,12,5,6,4,5,11,3,14,13,14,9,4,6,10,5,6,6,6,11,9,6,10,5,5,9,9,12,7,3,10,12,10,7,7,12,7,14,13,9,6,9,10,9,11,17,7,17,,,,
Social Disorder,HIGHLAND PARK,28,34,38,22,24,36,51,26,43,29,28,26,36,27,22,25,28,43,59,51,19,26,15,25,17,23,27,18,33,38,35,38,44,34,28,43,41,29,28,27,40,38,38,39,33,43,20,32,25,20,25,39,35,35,44,41,29,25,22,15,24,18,32,22,28,34,29,35,,,,
Social Disorder,HIGHWOOD,2,2,12,12,6,18,14,8,6,9,3,3,4,7,5,3,19,6,8,13,14,6,6,4,16,5,9,8,14,6,10,13,8,11,11,12,2,8,5,9,10,10,12,25,5,15,10,20,16,14,13,19,11,16,18,12,12,11,8,11,6,13,9,17,16,16,13,18,,,,
Social Disorder,HILLHURST,32,35,52,49,51,54,60,70,60,48,37,30,35,48,46,82,115,113,79,107,60,79,50,60,57,34,61,50,105,66,105,68,58,60,63,71,49,75,70,81,91,117,92,80,59,60,37,43,55,49,51,68,54,87,88,87,90,71,53,53,52,45,83,68,92,91,93,96,,,,
Social Disorder,HORIZON,8,8,10,14,15,19,22,17,18,17,12,16,14,16,21,25,24,22,35,29,27,22,20,21,23,16,25,25,35,24,36,39,27,28,28,20,26,33,46,37,33,21,25,16,22,29,28,39,22,34,29,24,37,41,28,31,22,34,34,25,33,27,34,20,49,42,31,33,,,,
Social Disorder,HOUNSFIELD HEIGHTS/BRIAR HILL,20,23,24,27,26,30,31,28,20,25,17,15,23,27,31,36,35,32,41,41,30,27,20,32,21,23,24,38,28,18,35,26,28,34,24,30,31,18,30,28,31,29,31,30,33,32,26,28,26,25,22,30,43,29,30,36,45,40,35,25,26,28,16,42,61,47,38,57,,,,
Social Disorder,HUNTINGTON HILLS,65,65,72,75,65,81,108,95,76,62,35,57,43,60,53,58,74,89,75,65,76,49,38,39,62,47,47,66,69,65,86,75,82,51,49,55,46,54,66,63,82,89,79,66,70,98,55,55,68,68,68,71,81,72,74,77,76,72,58,49,50,37,67,87,65,96,90,53,,,,
Social Disorder,INGLEWOOD,14,17,14,22,34,36,50,49,45,22,17,17,17,21,21,30,37,38,49,50,35,42,21,27,23,25,21,27,39,39,49,48,40,44,19,22,14,18,30,35,38,45,59,49,39,52,39,21,23,27,33,45,30,37,57,37,41,32,41,23,23,33,22,37,50,44,51,39,,,,
Social Disorder,KELVIN GROVE,9,9,7,6,9,4,9,2,10,3,7,5,7,4,4,6,6,6,7,10,8,4,6,3,11,5,6,10,12,9,6,5,9,7,4,6,5,4,19,16,8,12,15,15,11,20,11,8,12,16,24,25,22,33,24,16,17,20,19,15,14,10,12,15,10,13,14,18,,,,
Social Disorder,KILLARNEY/GLENGARRY,31,36,28,31,29,49,47,34,34,41,25,16,40,40,32,40,47,36,51,44,40,39,28,24,34,44,31,31,35,47,64,43,61,49,32,48,54,56,57,40,49,54,64,52,34,41,51,57,74,76,55,57,53,45,80,69,55,69,71,83,54,56,97,77,83,73,60,76,,,,
Social Disorder,KINCORA,6,,5,3,6,7,9,8,12,4,5,11,7,4,2,2,11,12,9,9,5,6,2,9,2,4,4,2,6,8,13,10,6,12,8,6,7,6,14,7,9,10,6,8,3,4,10,3,6,5,12,13,5,3,14,6,7,7,2,4,7,8,11,10,12,6,9,10,,,,
Social Disorder,KINGSLAND,27,17,39,38,45,50,67,58,49,31,29,32,26,31,32,27,38,51,37,36,41,37,23,23,38,25,43,38,41,34,41,38,25,30,41,36,39,20,24,24,34,43,44,30,28,47,39,25,34,41,56,45,50,62,64,71,44,53,69,39,56,40,52,44,47,45,66,77,,,,
Social Disorder,LAKE BONAVISTA,32,22,36,36,36,51,54,32,34,21,18,16,19,23,21,22,23,32,45,35,30,27,23,32,15,22,29,20,26,44,36,28,32,21,22,13,28,24,22,26,39,49,46,30,41,47,26,41,19,29,45,47,50,36,38,46,25,32,32,26,31,25,23,30,42,46,34,36,,,,
Social Disorder,LAKEVIEW,5,10,2,12,16,21,19,18,14,10,8,8,4,6,12,9,16,20,17,19,10,9,6,6,8,9,8,9,12,15,21,14,9,13,12,3,5,7,7,10,16,16,17,16,9,13,13,4,12,10,21,17,13,17,12,13,24,12,13,15,8,10,10,14,13,12,14,14,,,,
Social Disorder,LEGACY,,,,2,1,,1,1,1,,,2,,,,,2,1,1,,,2,2,,,4,3,1,1,3,1,6,4,6,1,,2,2,2,3,2,9,8,4,8,2,7,3,5,5,7,8,4,9,2,6,9,8,9,5,7,8,9,11,4,10,13,13,,,,
Social Disorder,LINCOLN PARK,12,5,11,11,7,9,10,15,19,12,10,8,9,9,10,16,5,14,12,9,12,9,8,7,2,4,7,8,6,15,14,14,13,16,9,3,12,11,15,11,11,14,7,17,13,15,4,9,7,4,6,7,9,17,10,11,13,17,14,11,12,4,10,14,9,13,8,11,,,,
Social Disorder,LIVINGSTON,,1,,,2,,,,,,,,1,,,,2,1,,,,,,,,,,,,1,,,,,,,,,,,1,,1,1,,1,,1,,,2,1,,,,,,,,,1,,1,,1,,,,,,,
Social Disorder,LOWER MOUNT ROYAL,37,45,41,44,49,55,61,51,47,51,27,33,28,46,53,62,38,51,71,65,56,54,33,34,40,40,45,49,54,82,87,82,61,65,34,43,51,48,51,42,66,50,46,51,61,57,58,64,52,62,89,69,94,80,77,78,86,84,77,57,77,65,62,73,93,89,83,73,,,,
Social Disorder,MACEWAN GLEN,5,11,12,16,8,15,13,12,5,12,7,7,9,7,5,7,7,12,13,14,9,5,8,5,4,1,10,9,12,8,14,5,7,9,8,4,4,6,9,10,13,8,12,13,13,14,12,8,6,1,9,12,6,16,13,10,11,11,8,7,6,2,10,10,10,11,9,8,,,,
Social Disorder,MAHOGANY,2,5,,3,7,1,1,3,3,1,4,2,3,1,2,3,5,4,9,4,4,2,3,4,1,2,5,4,8,5,5,13,11,9,1,5,7,6,10,4,4,21,17,19,11,20,8,14,10,14,7,24,7,16,20,18,21,13,16,17,16,18,15,14,25,16,11,38,,,,
Social Disorder,MANCHESTER,12,13,12,7,13,13,17,13,11,17,11,13,11,13,9,12,14,10,9,6,5,8,14,13,16,19,19,19,20,22,30,28,16,12,15,11,20,15,13,12,18,21,21,22,21,24,19,25,36,21,25,24,35,32,33,26,34,31,23,16,17,24,20,23,27,21,28,30,,,,
Social Disorder,MANCHESTER INDUSTRIAL,49,45,56,34,57,64,60,44,50,53,45,40,34,30,41,41,38,34,60,58,57,71,73,61,44,39,56,79,82,88,85,63,74,83,68,68,71,87,87,73,75,90,115,76,82,93,80,78,79,79,101,99,131,95,88,111,82,93,69,69,87,59,76,76,117,126,109,128,,,,
Social Disorder,MAPLE RIDGE,4,4,6,8,10,14,16,9,12,6,6,1,3,10,9,11,6,13,10,14,7,11,13,8,10,5,9,5,9,8,11,12,11,14,7,4,8,7,10,6,15,11,12,13,13,8,12,6,19,11,18,15,9,13,10,12,11,6,10,8,9,9,10,7,11,17,7,14,,,,
Social Disorder,MARLBOROUGH,64,77,90,74,100,114,129,112,109,72,80,74,72,77,87,82,98,115,114,141,127,135,86,93,94,76,99,82,88,107,100,84,96,94,80,81,77,69,108,99,111,110,119,145,114,107,82,97,74,87,126,154,134,137,149,134,95,107,98,120,102,100,100,92,123,81,104,129,,,,
Social Disorder,MARLBOROUGH PARK,43,55,49,61,37,80,81,77,69,49,42,42,49,31,46,39,52,66,85,71,67,54,46,32,42,36,46,39,63,69,53,57,57,56,35,43,47,43,58,48,102,87,97,77,64,56,48,47,50,73,62,70,79,99,94,65,52,61,58,46,56,55,67,70,80,54,73,67,,,,
Social Disorder,MARTINDALE,59,43,55,48,60,69,74,58,66,46,38,36,43,47,45,67,67,50,70,70,64,44,53,36,37,36,47,55,45,49,69,53,51,49,59,38,49,31,54,50,57,52,68,48,61,59,54,40,54,41,45,53,56,65,76,83,62,55,52,41,43,40,55,52,60,43,67,55,,,,
Social Disorder,MAYFAIR,1,2,1,3,1,2,2,,2,1,,,1,2,,1,2,2,,1,,1,,3,1,,,2,3,2,,,4,,1,2,2,2,,1,1,4,1,,3,5,2,,1,3,4,2,1,2,4,4,5,2,,1,,,3,1,2,,3,,,,,
Social Disorder,MAYLAND,3,2,5,,8,4,10,2,2,8,5,5,4,4,3,7,7,6,7,1,8,5,2,3,5,6,4,10,11,11,4,7,10,7,6,4,3,6,6,9,9,8,12,4,3,4,8,8,3,7,8,6,7,5,7,9,6,9,1,9,5,3,8,6,3,6,9,6,,,,
Social Disorder,MAYLAND HEIGHTS,21,30,30,31,35,27,41,43,49,32,31,16,25,20,30,27,32,28,51,42,29,37,30,31,24,17,21,36,38,57,52,41,38,53,36,45,36,26,49,35,57,53,43,42,46,52,48,49,56,65,60,54,45,67,74,65,68,48,70,52,34,43,43,64,62,74,59,47,,,,
Social Disorder,MCCALL,6,1,7,5,9,1,9,8,8,3,1,7,6,4,2,6,8,10,6,5,2,4,3,6,2,4,6,4,2,6,3,3,2,10,5,4,2,4,4,8,8,8,5,4,2,4,7,5,10,9,4,4,10,4,4,2,3,8,6,1,,3,5,9,6,9,4,9,,,,
Social Disorder,MCKENZIE LAKE,19,19,41,38,34,43,33,45,50,34,18,16,13,22,18,29,42,41,48,57,38,23,23,14,13,18,15,15,37,41,53,37,38,22,21,25,28,35,41,37,42,39,60,47,31,32,30,36,23,29,33,42,33,43,33,50,49,32,30,24,26,23,25,40,39,39,36,43,,,,
Social Disorder,MCKENZIE TOWNE,36,41,64,58,60,48,83,76,61,44,34,43,46,30,36,46,59,56,69,54,70,48,49,40,50,23,43,49,55,81,72,56,48,56,34,50,36,45,73,52,53,59,68,72,50,52,44,44,46,43,67,62,64,72,67,73,59,59,65,54,38,43,50,62,64,67,74,77,,,,
Social Disorder,MEADOWLARK PARK,14,19,21,15,21,12,17,19,19,20,18,21,21,14,16,17,16,15,20,16,16,15,18,24,13,21,23,27,20,24,18,29,22,18,25,26,28,25,19,20,26,20,20,27,18,22,18,20,20,29,38,27,42,30,25,17,36,24,32,23,17,18,30,27,25,16,31,30,,,,
Social Disorder,MERIDIAN,12,3,9,7,8,10,13,6,11,11,5,6,7,14,9,17,9,9,15,15,17,17,14,16,10,10,13,16,12,12,12,13,12,16,11,9,11,5,17,17,16,10,14,7,13,14,12,18,15,19,14,4,13,20,18,12,13,10,7,18,10,11,17,15,13,11,17,24,,,,
Social Disorder,MIDNAPORE,30,29,36,40,28,38,59,51,51,38,27,22,37,32,29,31,34,38,42,54,41,36,49,34,23,23,30,39,45,37,52,66,50,54,44,52,39,26,37,34,41,47,48,49,41,43,22,42,29,21,29,49,35,49,44,44,38,36,34,30,31,19,40,32,40,43,29,38,,,,
Social Disorder,MILLRISE,16,11,13,13,21,24,34,24,14,18,15,18,16,24,19,19,11,12,15,25,13,7,9,18,19,10,11,11,16,25,28,23,22,13,9,10,23,21,26,36,23,32,15,24,24,25,39,18,17,28,19,26,23,27,29,26,19,26,14,21,22,13,22,34,21,19,32,31,,,,
Social Disorder,MISSION,47,43,34,43,47,59,88,74,67,36,38,23,33,41,45,50,71,65,64,45,43,55,24,21,25,34,31,36,44,55,106,72,58,51,29,41,41,46,73,46,75,75,64,64,63,62,42,35,42,40,50,52,67,59,57,62,63,57,40,43,52,34,48,75,95,66,91,64,,,,
Social Disorder,MONTEREY PARK,23,27,31,29,36,41,49,43,39,38,21,24,16,30,29,33,29,34,48,32,31,29,18,17,33,25,25,36,32,31,23,32,33,22,19,20,24,22,36,35,22,32,31,25,37,39,42,20,34,43,35,33,31,60,53,38,36,30,40,27,40,19,16,33,23,35,34,40,,,,
Social Disorder,MONTGOMERY,38,37,73,55,56,53,54,52,51,32,33,38,31,29,31,42,59,70,88,70,70,44,31,27,33,31,45,47,54,64,82,59,35,42,39,45,41,34,40,53,67,89,61,95,76,61,35,38,30,52,35,58,59,63,67,76,63,35,49,34,24,24,38,52,63,64,66,66,,,,
Social Disorder,MOUNT PLEASANT,25,26,36,34,38,42,45,35,37,28,23,30,28,36,50,33,43,35,39,27,29,27,21,21,16,18,28,22,48,39,48,38,35,30,30,25,24,24,35,32,20,34,45,39,26,37,35,20,31,26,32,29,25,24,27,38,26,22,27,31,24,16,24,24,39,32,44,40,,,,
Social Disorder,NEW BRIGHTON,12,14,16,16,21,24,24,29,29,12,10,11,13,13,20,12,24,35,18,37,30,22,30,21,15,17,13,15,31,24,27,29,15,24,15,28,15,18,13,23,21,25,33,23,16,26,20,32,26,25,35,25,36,34,30,32,23,33,29,20,23,16,24,19,34,26,28,39,,,,
Social Disorder,NOLAN HILL,,,,,,,,1,1,1,1,,,1,,1,,1,2,1,1,1,1,1,2,1,1,,4,,,1,2,4,5,,4,3,3,7,4,3,6,4,3,4,1,6,8,5,8,8,5,4,9,2,4,6,8,7,2,5,6,8,6,11,7,11,,,,
Social Disorder,NORTH AIRWAYS,2,1,4,5,3,3,5,3,12,3,7,5,2,3,4,2,8,7,5,8,4,7,4,4,,,7,6,5,2,8,8,4,12,3,6,4,3,8,4,2,8,5,3,5,3,2,10,1,2,9,6,5,6,5,5,10,7,4,3,5,2,6,3,2,6,10,7,,,,
Social Disorder,NORTH GLENMORE PARK,7,5,5,9,8,10,15,8,15,9,6,8,2,3,12,10,5,7,6,14,7,10,12,3,5,6,11,5,7,9,14,6,7,7,8,8,16,7,16,16,12,12,6,12,13,17,15,8,13,2,3,7,10,12,10,9,15,10,5,5,13,3,6,12,13,12,12,7,,,,
Social Disorder,NORTH HAVEN,8,3,4,5,5,11,8,11,8,2,6,3,3,9,9,5,10,14,18,10,9,8,5,2,6,3,3,3,3,8,10,6,7,5,1,2,3,7,2,5,14,8,8,12,6,7,8,6,5,5,9,5,5,5,4,8,7,10,7,4,6,7,6,2,8,8,4,7,,,,
Social Disorder,NORTH HAVEN UPPER,1,,,2,2,,7,3,1,1,1,1,2,1,1,1,1,1,2,,1,,,,,1,2,2,2,1,2,1,4,1,2,2,1,,3,1,2,4,4,7,,6,2,1,2,2,5,,2,1,,1,1,1,1,1,1,,,4,2,4,4,1,,,,
Social Disorder,NOSE HILL PARK,1,3,4,9,2,5,8,8,7,3,6,2,4,3,1,2,6,5,5,5,6,7,,6,2,5,4,5,11,5,9,4,6,6,2,5,5,9,5,7,7,6,7,5,3,4,4,4,4,6,10,9,7,4,6,4,4,3,4,5,2,5,8,3,7,3,6,5,,,,
Social Disorder,OAKRIDGE,16,14,18,12,22,19,19,15,17,10,9,3,7,9,8,15,15,17,10,23,11,11,9,10,6,12,14,15,15,19,24,18,15,22,11,14,21,12,14,25,12,25,27,14,12,17,11,11,7,10,16,11,7,19,19,14,11,8,15,12,19,6,7,17,29,19,31,20,,,,
Social Disorder,OGDEN,33,44,47,55,57,50,65,59,67,47,36,47,47,38,46,51,77,65,80,59,86,51,62,34,59,40,38,57,62,75,73,71,86,71,52,43,41,40,61,55,84,83,97,97,93,56,48,64,45,67,75,69,71,89,96,103,80,86,49,60,55,51,54,55,81,76,92,79,,,,
Social Disorder,OGDEN SHOPS,2,,2,,,,,1,,,,1,,,2,,1,,1,,,,1,,1,,,,,,3,2,,1,1,,,,1,1,2,3,,1,1,,,,1,,,,,1,,1,1,2,,,,,,,,1,,,,,,
Social Disorder,PALLISER,9,12,9,13,18,16,13,15,13,7,7,3,5,10,8,10,10,9,5,4,8,4,6,5,6,6,7,4,8,9,13,8,11,7,7,8,11,7,8,16,10,10,10,11,6,8,6,5,5,8,11,13,2,7,10,12,11,13,14,11,11,13,9,12,20,8,15,10,,,,
Social Disorder,PANORAMA HILLS,27,22,46,45,24,47,53,45,50,35,22,30,21,33,46,31,37,37,49,49,52,38,32,20,31,22,35,31,41,36,52,44,40,27,19,32,43,22,32,36,49,49,45,48,37,33,41,35,26,33,41,42,38,46,54,53,39,33,37,24,26,34,30,40,46,46,57,46,,,,
Social Disorder,PARKDALE,3,7,11,19,10,18,8,9,11,7,6,13,5,8,9,4,6,8,7,10,10,9,8,1,10,6,8,7,8,11,13,9,10,11,11,4,7,2,9,9,7,13,7,13,8,6,8,10,4,3,8,11,11,12,15,11,12,10,7,8,3,9,3,6,13,8,16,10,,,,
Social Disorder,PARKHILL,15,5,6,3,11,13,28,20,11,8,11,11,8,6,12,13,19,11,23,24,20,14,11,7,11,15,13,10,17,34,48,26,22,34,18,19,15,9,24,17,20,15,22,21,20,27,27,15,20,14,30,23,28,12,33,31,19,18,19,28,14,11,13,22,33,24,13,27,,,,
Social Disorder,PARKLAND,5,7,9,13,16,8,8,8,7,4,7,4,6,6,8,6,14,4,10,14,4,8,6,2,2,6,3,12,6,10,10,12,15,7,6,1,6,12,15,5,11,7,5,15,11,6,9,10,5,5,10,6,15,8,5,11,8,4,13,4,2,2,2,7,4,8,6,8,,,,
Social Disorder,PATTERSON,8,3,8,8,11,11,8,8,4,9,6,5,5,2,6,2,6,5,7,12,8,5,5,2,6,9,4,2,8,5,11,7,9,5,5,18,17,8,10,6,7,2,9,6,8,4,8,6,8,6,8,6,7,7,9,2,9,17,10,9,12,7,9,9,7,9,5,10,,,,
Social Disorder,PEGASUS,1,3,1,3,2,2,1,,,2,1,1,,,,,1,1,,1,,,,,,,,2,1,,1,,1,,,1,,3,1,2,1,5,,1,,2,,,,,1,1,,,3,2,1,,,1,,1,,1,4,,,3,,,,
Social Disorder,PENBROOKE MEADOWS,52,81,57,72,63,77,95,74,64,59,38,36,51,50,64,53,103,82,91,118,96,75,67,46,65,45,47,78,71,77,89,83,58,79,51,61,52,46,72,74,73,85,95,82,72,49,52,62,58,45,70,72,95,107,85,100,75,74,61,64,58,60,59,63,94,65,78,79,,,,
Social Disorder,PINERIDGE,65,75,74,74,81,88,91,78,80,48,44,55,51,59,52,73,73,140,76,91,58,64,64,55,78,50,50,68,89,126,95,81,85,78,66,59,57,66,64,74,78,90,123,90,91,86,89,64,69,81,99,76,64,94,97,104,93,85,78,76,75,67,86,91,86,95,96,112,,,,
Social Disorder,POINT MCKAY,1,,1,,2,3,6,1,,,1,1,6,,2,4,6,4,3,3,2,3,,1,1,2,,2,,3,3,1,2,7,1,1,2,3,5,1,2,1,3,5,2,2,,1,3,,1,2,3,2,,5,4,3,2,1,,2,2,1,4,6,1,4,,,,
Social Disorder,PUMP HILL,2,6,1,3,4,4,9,5,4,2,3,4,,3,3,7,7,4,2,3,4,4,1,3,3,4,4,4,2,4,5,4,2,1,1,5,2,3,5,2,4,2,5,5,2,4,3,3,4,3,7,2,9,2,6,7,7,2,3,2,3,4,6,5,7,7,7,4,,,,
Social Disorder,QUEENS PARK VILLAGE,,,2,2,1,,,2,1,1,2,3,1,,4,1,1,7,7,4,1,,5,1,1,2,3,1,1,4,3,3,5,3,3,3,3,3,5,5,2,2,,2,1,1,2,2,3,4,2,5,1,3,4,4,1,1,7,5,1,1,6,1,6,5,3,3,,,,
Social Disorder,QUEENSLAND,10,14,14,18,19,23,30,9,17,20,18,6,7,9,11,13,22,15,22,24,20,18,10,11,15,18,11,16,17,16,15,21,26,23,21,26,23,17,18,17,24,16,28,26,18,18,8,15,8,23,30,16,21,16,39,29,23,15,15,14,8,9,11,14,18,13,15,21,,,,
Social Disorder,RAMSAY,7,12,10,11,25,11,30,15,11,6,7,9,13,6,13,17,23,24,26,21,22,8,5,6,14,10,15,15,18,18,16,31,15,18,9,11,11,9,13,14,19,15,18,18,14,20,10,11,8,6,8,18,24,21,22,24,22,22,14,10,12,6,9,13,13,21,4,14,,,,
Social Disorder,RANCHLANDS,25,21,24,33,24,31,25,36,43,23,19,15,21,17,24,32,26,37,41,40,22,27,19,13,23,14,22,21,31,31,30,29,29,29,22,20,11,18,29,25,29,23,35,30,20,33,23,16,19,13,19,20,31,23,32,29,21,19,26,20,10,15,23,17,22,25,33,26,,,,
